pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_met
Kepler-1710 b,Kepler-1710,1,1,1,Transit,2021,14.91110039,,3.19744103,,,5650,-0.04
Kepler-1711 b,Kepler-1711,1,1,1,Transit,2021,21.06080055,,1.923,,,5706,0
Kepler-1712 b,Kepler-1712,1,1,1,Transit,2021,13.81499958,,2.28372556,,,3732,0.02
Kepler-1713 b,Kepler-1713,1,1,1,Transit,2021,18.01160049,,1.71673535,,,6477,0.1
Kepler-1714 b,Kepler-1714,1,1,1,Transit,2021,10.27530003,,3.26437302,,,6150,0.22
Kepler-1715 b,Kepler-1715,1,1,1,Transit,2021,35.59730148,,4.14042267,,,6212,-0.04
Kepler-1716 b,Kepler-1716,1,1,1,Transit,2021,35.58100128,,2.4247685,,,4894,-0.24
Kepler-1717 b,Kepler-1717,1,1,1,Transit,2021,30.65279961,,2.98929758,,,6200,-0.06
Kepler-1718 b,Kepler-1718,1,1,1,Transit,2021,135.1880035,,2.5685207,,,5731,-0.32
Kepler-1719 b,Kepler-1719,1,1,1,Transit,2021,6.149559975,,3.95000623,,,5687,0.04
Kepler-172 b,Kepler-172,1,1,4,Transit,2014,2.940309,0.04,2.35,,,5526,
Kepler-172 c,Kepler-172,1,1,4,Transit,2014,6.388996,0.068,2.86,,,5526,
Kepler-172 d,Kepler-172,1,1,4,Transit,2014,14.627119,0.118,2.25,,,5526,
Kepler-172 e,Kepler-172,1,1,4,Transit,2014,35.118736,0.211,2.76,,,5526,
Kepler-1720 b,Kepler-1720,1,1,1,Transit,2021,12.70639992,,3.21585295,,,5573,-0.04
Kepler-1721 b,Kepler-1721,1,1,1,Transit,2021,4.592380047,,3.11856756,,,5351,-0.04
Kepler-1722 b,Kepler-1722,1,1,1,Transit,2021,9.178569794,,2.86719266,,,5506,-0.2
Kepler-1723 b,Kepler-1723,1,1,1,Transit,2021,39.75289917,,2.88046569,,,6072,-0.3
Kepler-1724 b,Kepler-1724,1,1,1,Transit,2021,6.45442009,,2.83677238,,,6092,-0.22
Kepler-1725 b,Kepler-1725,1,1,1,Transit,2021,16.71990013,,2.8125177,,,6020,0
Kepler-1726 b,Kepler-1726,1,1,1,Transit,2021,18.39629936,,2.50861954,,,5316,0
Kepler-1727 b,Kepler-1727,1,1,1,Transit,2021,9.029299736,,3.17321625,,,5349,-0.12
Kepler-1728 b,Kepler-1728,1,1,1,Transit,2021,4.782999992,,2.95501875,,,5170,0.18
Kepler-1729 b,Kepler-1729,1,1,1,Transit,2021,4.220970154,,3.89404186,,,3837,-0.06
Kepler-173 b,Kepler-173,1,1,2,Transit,2014,4.263742,0.048,1.29,,,6031,
Kepler-173 c,Kepler-173,1,1,2,Transit,2014,8.005777,0.074,2.43,,,6031,
Kepler-1730 b,Kepler-1730,1,1,1,Transit,2021,13.81019974,,4.48524519,,,5942,-0.04
Kepler-1731 b,Kepler-1731,1,1,1,Transit,2021,21.76129913,,2.93295657,,,4859,0
Kepler-1732 b,Kepler-1732,1,1,1,Transit,2021,32.31240082,,4.09903273,,,5821,0.04
Kepler-1733 b,Kepler-1733,1,1,1,Transit,2021,9.229579926,,3.63582354,,,6320,0.24
Kepler-1734 b,Kepler-1734,1,1,1,Transit,2021,6.796850204,,3.08851092,,,6061,-0.1
Kepler-1735 b,Kepler-1735,1,1,1,Transit,2021,7.71792984,,1.19429134,,,3975,-0.34
Kepler-1736 b,Kepler-1736,1,1,1,Transit,2021,37.81029892,,3.8765856,,,6085,-0.28
Kepler-1737 b,Kepler-1737,1,1,1,Transit,2021,64.61750031,,5.395,,,5043,0.3
Kepler-1738 b,Kepler-1738,1,1,1,Transit,2021,7.674630165,,2.82472883,,,6063,-0.02
Kepler-1739 b,Kepler-1739,1,1,1,Transit,2021,7.343709946,,2.43056832,,,5757,-0.5
Kepler-174 b,Kepler-174,1,1,3,Transit,2014,13.98179,0.1,1.96,,,4880,
Kepler-174 c,Kepler-174,1,1,3,Transit,2014,44.000529,0.214,1.49,,,4880,
Kepler-174 d,Kepler-174,1,1,3,Transit,2014,247.35373,0.677,2.19,,,4880,
Kepler-1740 b,Kepler-1740,1,1,1,Transit,2021,8.172400475,,3.32321414,,,5705,-0.06
Kepler-1741 b,Kepler-1741,1,1,1,Transit,2021,2.757590055,,1.273,,,3683,-0.22
Kepler-1742 b,Kepler-1742,1,1,1,Transit,2021,49.47819901,,2.1782413,,,5776,-0.18
Kepler-1743 b,Kepler-1743,1,1,1,Transit,2021,7.649710178,,1.59887007,,,5855,0.4
Kepler-1744 b,Kepler-1744,1,1,1,Transit,2021,37.10110092,,3.76754004,,,5986,-0.5
Kepler-1745 b,Kepler-1745,1,1,1,Transit,2021,3.016190052,,1.92872921,,,5611,0.16
Kepler-1746 b,Kepler-1746,1,1,1,Transit,2021,321.2120056,,8.93504475,,,6018,0.06
Kepler-1747 b,Kepler-1747,1,1,1,Transit,2021,6.230319977,,4.26508,,,5477,0.21
Kepler-1748 b,Kepler-1748,1,1,1,Transit,2021,5.823520184,,2.71275017,,,5774,-0.22
Kepler-1749 b,Kepler-1749,1,1,1,Transit,2021,14.53409958,,1.61301783,,,3957,-0.16
Kepler-175 b,Kepler-175,1,1,2,Transit,2014,11.903515,0.105,2.56,,,6064,
Kepler-175 c,Kepler-175,1,1,2,Transit,2014,34.035257,0.213,3.1,,,6064,
Kepler-1750 b,Kepler-1750,1,1,1,Transit,2021,205.9120026,,6.00434637,,,5644,0.14
Kepler-1751 b,Kepler-1751,1,1,1,Transit,2021,7.017310143,,1.82417378,,,6052,-0.26
Kepler-1752 b,Kepler-1752,1,1,1,Transit,2021,56.35850143,,4.54060463,,,5446,-0.2
Kepler-1753 b,Kepler-1753,1,1,1,Transit,2021,16.00460052,,2.22678077,,,5180,0
Kepler-1754 b,Kepler-1754,1,1,1,Transit,2021,8.195949554,,2.43996509,,,4723,0.08
Kepler-1755 b,Kepler-1755,1,1,1,Transit,2021,24.81209946,,5.91688317,,,6086,-0.26
Kepler-1756 b,Kepler-1756,1,1,1,Transit,2021,2.355750084,,1.47199944,,,4915,0.16
Kepler-1757 b,Kepler-1757,1,1,1,Transit,2021,19.65640068,,2.94660251,,,5288,-0.24
Kepler-1758 b,Kepler-1758,1,1,1,Transit,2021,9.977210045,,2.57059831,,,5557,0.16
Kepler-1759 b,Kepler-1759,1,1,1,Transit,2021,3.720230103,,0.9037791,,,5017,-0.02
Kepler-176 b,Kepler-176,1,1,4,Transit,2014,5.433074,0.058,1.43,,,5232,
Kepler-176 c,Kepler-176,1,1,4,Transit,2014,12.759712,0.102,2.6,,,5232,
Kepler-176 d,Kepler-176,1,1,4,Transit,2014,25.751974,0.163,2.51,,,5232,
Kepler-176 e,Kepler-176,1,1,4,Transit,2016,51.16579,,1.45,,,5295,0.03
Kepler-1760 b,Kepler-1760,1,1,1,Transit,2021,38.3260994,,2.28995546,,,5229,0.08
Kepler-1761 b,Kepler-1761,1,1,1,Transit,2021,4.043540001,,1.39109603,,,3871,0.07
Kepler-1762 b,Kepler-1762,1,1,1,Transit,2021,29.53910065,,2.76022913,,,6572,0.07
Kepler-1763 b,Kepler-1763,1,1,1,Transit,2021,1.480280042,,1.14651332,,,5897,0.02
Kepler-1764 b,Kepler-1764,1,1,1,Transit,2021,70.46829987,,4.55527871,,,6461,-0.14
Kepler-1765 b,Kepler-1765,1,1,1,Transit,2021,10.41889954,,2.49508857,,,5692,0.04
Kepler-1766 b,Kepler-1766,1,1,1,Transit,2021,105.0149994,,2.27904508,,,5868,-0.22
Kepler-1767 b,Kepler-1767,1,1,1,Transit,2021,59.65829849,,3.01299077,,,5243,0.14
Kepler-1768 b,Kepler-1768,1,1,1,Transit,2021,15.13589954,,2.23346338,,,6050,0.14
Kepler-1769 b,Kepler-1769,1,1,1,Transit,2021,89.1934967,,4.465,,,6071,-0.06
Kepler-177 b,Kepler-177,1,1,2,Transit,2013,36.8601,,3.5,5.84,,5732,-0.11
Kepler-177 c,Kepler-177,1,1,2,Transit,2013,49.40926,,8.73,14.7,,5732,-0.11
Kepler-1770 b,Kepler-1770,1,1,1,Transit,2021,16.84189987,,2.84141754,,,5602,0.1
Kepler-1771 b,Kepler-1771,1,1,1,Transit,2021,88.64399719,,4.05537256,,,5661,0
Kepler-1772 b,Kepler-1772,1,1,1,Transit,2021,3.215090036,,2.68609988,,,5541,0.12
Kepler-1773 b,Kepler-1773,1,1,1,Transit,2021,40.80970001,,3.50469499,,,6183,0.26
Kepler-1774 b,Kepler-1774,1,1,1,Transit,2021,59.77080154,,3.18179549,,,6214,-0.02
Kepler-1775 b,Kepler-1775,1,1,1,Transit,2021,85.65399933,,3.64762153,,,5818,0.24
Kepler-1776 b,Kepler-1776,1,1,1,Transit,2021,35.01190186,,2.61157023,,,5872,0.1
Kepler-1777 b,Kepler-1777,1,1,1,Transit,2021,12.18420029,,2.13189678,,,5771,0.06
Kepler-1778 b,Kepler-1778,1,1,1,Transit,2021,10.08740044,,3.01665969,,,6310,-0.06
Kepler-1779 b,Kepler-1779,1,1,1,Transit,2021,16.34359932,,3.03295685,,,5730,0.16
Kepler-178 b,Kepler-178,1,1,3,Transit,2014,9.576694,0.085,2.9,,,5676,
Kepler-178 c,Kepler-178,1,1,3,Transit,2014,20.552802,0.142,2.88,,,5676,
Kepler-178 d,Kepler-178,1,1,3,Transit,2014,96.678988,0.397,3.95,,,5676,
Kepler-1780 b,Kepler-1780,1,1,1,Transit,2021,109.4449997,,3.60600667,,,5403,0
Kepler-1781 b,Kepler-1781,1,1,1,Transit,2021,4.88752985,,2.38091029,,,5568,0.44
Kepler-1782 b,Kepler-1782,1,1,1,Transit,2021,5.756229877,,2.22927435,,,4931,0
Kepler-1783 b,Kepler-1783,1,1,1,Transit,2021,8.277440071,,1.31946731,,,5129,-0.16
Kepler-1784 b,Kepler-1784,1,1,1,Transit,2021,13.59049988,,2.79936489,,,5442,0.1
Kepler-1785 b,Kepler-1785,1,1,1,Transit,2021,19.58550072,,2.70422447,,,5618,0
Kepler-1786 b,Kepler-1786,1,1,1,Transit,2021,78.5460968,,3.16305828,,,5808,0.14
Kepler-1787 b,Kepler-1787,1,1,1,Transit,2021,39.31370163,,2.31898181,,,6060,-0.22
Kepler-1788 b,Kepler-1788,1,1,1,Transit,2021,2.800120115,,2.37850461,,,4786,-0.2
Kepler-1789 b,Kepler-1789,1,1,1,Transit,2021,80.23190308,,2.83137505,,,5436,0.12
Kepler-179 b,Kepler-179,1,1,2,Transit,2014,2.735926,0.036,1.64,,,5302,
Kepler-179 c,Kepler-179,1,1,2,Transit,2014,6.40013,0.064,2,,,5302,
Kepler-1790 b,Kepler-1790,1,1,1,Transit,2021,31.58889961,,3.1446145,,,5866,0
Kepler-1791 b,Kepler-1791,1,1,1,Transit,2021,7.720860004,,3.12103321,,,5887,-0.06
Kepler-1792 b,Kepler-1792,1,1,1,Transit,2021,4.1957798,,2.51990972,,,5229,0.32
Kepler-1793 b,Kepler-1793,1,1,1,Transit,2021,8.779999733,,3.79037518,,,5191,-0.06
Kepler-1794 b,Kepler-1794,1,1,1,Transit,2021,9.762980461,,1.79426276,,,5052,0.02
Kepler-1795 b,Kepler-1795,1,1,1,Transit,2021,13.36019993,,1.66301611,,,4500,0.28
Kepler-1796 b,Kepler-1796,1,1,1,Transit,2021,29.4557991,,2.75047868,,,6036,-0.16
Kepler-1797 b,Kepler-1797,1,1,1,Transit,2021,23.3593998,,3.05774442,,,6244,-0.2
Kepler-1798 b,Kepler-1798,1,1,1,Transit,2021,16.85589981,,2.30911251,,,3967,0.06
Kepler-1799 b,Kepler-1799,1,1,1,Transit,2021,11.9296999,,4.12801189,,,5831,0
Kepler-18 b,Kepler-18,1,1,3,Transit,2011,3.504725,0.0447,2,6.9,,5345,0.19
Kepler-18 c,Kepler-18,1,1,3,Transit,2011,7.64159,0.0752,5.49,17.3,,5345,0.19
Kepler-18 d,Kepler-18,1,1,3,Transit,2011,14.85888,0.1172,6.98,16.4,,5345,0.19
Kepler-180 b,Kepler-180,1,1,2,Transit,2014,13.817124,0.109,1.5,,,5731,
Kepler-180 c,Kepler-180,1,1,2,Transit,2014,41.885775,0.229,3.01,,,5731,
Kepler-1800 b,Kepler-1800,1,1,1,Transit,2021,4.562029839,,0.99679734,,,5343,0.08
Kepler-1801 b,Kepler-1801,1,1,2,Transit,2021,10.44089985,,2.70926154,,,5738,-0.06
Kepler-1801 c,Kepler-1801,1,1,2,Transit,2023,116.583183,0.4572,2.91,,371,5738,-0.06
Kepler-1802 b,Kepler-1802,1,1,2,Transit,2021,15.45020008,,1.671,,,4245,0
Kepler-1802 c,Kepler-1802,1,1,2,Transit,2021,33.13610077,,2.322,,,4245,0
Kepler-1804 b,Kepler-1804,1,1,1,Transit,2021,12.28849983,,1.59615726,,,5109,0.1
Kepler-1805 b,Kepler-1805,1,1,1,Transit,2021,8.847940445,,1.54502915,,,3867,0.1
Kepler-1806 b,Kepler-1806,1,1,1,Transit,2021,9.033320427,,2.35560189,,,5311,-0.04
Kepler-1807 b,Kepler-1807,1,1,1,Transit,2021,10.86060047,,2.70393215,,,6455,-0.36
Kepler-1808 b,Kepler-1808,1,1,1,Transit,2021,23.3404007,,3.02511302,,,5530,-0.34
Kepler-1809 b,Kepler-1809,1,1,1,Transit,2021,3.7572999,,1.513,,,4901,0.04
Kepler-181 b,Kepler-181,1,1,2,Transit,2014,3.137873,0.04,1.27,,,5333,
Kepler-181 c,Kepler-181,1,1,2,Transit,2014,4.302149,0.049,1.99,,,5333,
Kepler-1810 b,Kepler-1810,1,1,1,Transit,2021,101.1330032,,3.91815325,,,5492,0.16
Kepler-1811 b,Kepler-1811,1,1,1,Transit,2021,76.42230225,,3.84829873,,,5561,0.16
Kepler-1812 b,Kepler-1812,1,1,1,Transit,2021,7.165219784,,2.3249424,,,6174,0.1
Kepler-1813 b,Kepler-1813,1,1,1,Transit,2021,2.818160057,,1.413,,,5167,-0.04
Kepler-1814 b,Kepler-1814,1,1,2,Transit,2021,2.935359955,,2.36961357,,,4922,0.2
Kepler-1814 c,Kepler-1814,1,1,2,Transit,2023,0.626281766,0.0133,1.76,,1711,4922,0.2
Kepler-1815 b,Kepler-1815,1,1,1,Transit,2021,12.19139957,,2.7489262,,,5516,-0.06
Kepler-1816 b,Kepler-1816,1,1,1,Transit,2021,91.50099945,,1.9679397,,,5051,-0.24
Kepler-1817 b,Kepler-1817,1,1,1,Transit,2021,44.29919815,,2.27349126,,,5316,0.16
Kepler-1818 b,Kepler-1818,1,1,1,Transit,2021,4.644909859,,1.71360684,,,6047,-0.08
Kepler-1819 b,Kepler-1819,1,1,1,Transit,2021,16.48690033,,3.90351256,,,6090,0.21
Kepler-182 b,Kepler-182,1,1,2,Transit,2014,9.825792,0.096,2.58,,,6250,
Kepler-182 c,Kepler-182,1,1,2,Transit,2014,20.684342,0.157,3.43,,,6250,
Kepler-1820 b,Kepler-1820,1,1,1,Transit,2021,31.03249931,,3.11883067,,,5841,0.07
Kepler-1821 b,Kepler-1821,1,1,1,Transit,2021,16.45809937,,2.59248115,,,5475,0.14
Kepler-1822 b,Kepler-1822,1,1,1,Transit,2021,22.13339996,,2.64755943,,,5165,-0.32
Kepler-1823 b,Kepler-1823,1,1,1,Transit,2021,21.10339928,,2.0861268,,,6000,0.06
Kepler-1824 b,Kepler-1824,1,1,1,Transit,2021,95.61100006,,2.38127597,,,6002,0.2
Kepler-1825 b,Kepler-1825,1,1,1,Transit,2021,1.025869966,,1.42200732,,,5123,0.14
Kepler-1826 b,Kepler-1826,1,1,1,Transit,2021,1.615360022,,1.47519116,,,3821,-0.28
Kepler-1827 b,Kepler-1827,1,1,1,Transit,2021,3.700619936,,1.85644292,,,5423,0.08
Kepler-1828 b,Kepler-1828,1,1,1,Transit,2021,10.2737999,,2.11598626,,,5806,-0.04
Kepler-1829 b,Kepler-1829,1,1,1,Transit,2021,5.186719894,,2.47887001,,,5230,0
Kepler-183 b,Kepler-183,1,1,2,Transit,2014,5.687945,0.064,2.06,,,5888,
Kepler-183 c,Kepler-183,1,1,2,Transit,2014,11.637071,0.103,2.27,,,5888,
Kepler-1830 b,Kepler-1830,1,1,1,Transit,2021,56.49330139,,3.32992941,,,6160,0.24
Kepler-1831 b,Kepler-1831,1,1,1,Transit,2021,5.78387022,,1.97019818,,,6063,0.07
Kepler-1832 b,Kepler-1832,1,1,1,Transit,2021,3.138789892,,1.22719556,,,5242,-0.54
Kepler-1833 b,Kepler-1833,1,1,1,Transit,2021,6.892129898,,1.30027362,,,6164,0.38
Kepler-1834 b,Kepler-1834,1,1,2,Transit,2021,4.603010178,,1.4593834,,,4821,0.16
Kepler-1834 c,Kepler-1834,1,1,2,Transit,2023,0.766691517,0.015,1.22,,1541,4821,0.16
Kepler-1835 b,Kepler-1835,1,1,1,Transit,2021,11.96409988,,3.53387773,,,5903,-0.26
Kepler-1836 b,Kepler-1836,1,1,1,Transit,2021,5.254169941,,2.55303229,,,6123,-0.14
Kepler-1837 b,Kepler-1837,1,1,1,Transit,2021,5.906089783,,2.06673842,,,5966,-0.02
Kepler-1838 b,Kepler-1838,1,1,1,Transit,2021,12.14680004,,1.66049425,,,5877,0.04
Kepler-1839 b,Kepler-1839,1,1,1,Transit,2021,5.056759834,,1.9493759,,,5926,-0.04
Kepler-184 b,Kepler-184,1,1,3,Transit,2014,10.687576,0.092,2.36,,,5788,
Kepler-184 c,Kepler-184,1,1,3,Transit,2014,20.303005,0.141,1.97,,,5788,
Kepler-184 d,Kepler-184,1,1,3,Transit,2014,29.022358,0.179,2.49,,,5788,
Kepler-1840 b,Kepler-1840,1,1,1,Transit,2021,131.1900024,,2.77771129,,,4898,0.14
Kepler-1841 b,Kepler-1841,1,1,1,Transit,2021,25.88599968,,1.48912557,,,5190,0.12
Kepler-1842 b,Kepler-1842,1,1,1,Transit,2021,14.02639961,,2.35388681,,,5970,0.06
Kepler-1843 b,Kepler-1843,1,1,1,Transit,2021,25.54339981,,2.70909809,,,5422,0.02
Kepler-1844 b,Kepler-1844,1,1,1,Transit,2021,3.924510002,,3.03648191,,,5776,-0.18
Kepler-1845 b,Kepler-1845,1,1,1,Transit,2021,11.60649967,,2.43836702,,,4703,-0.14
Kepler-1846 b,Kepler-1846,1,1,1,Transit,2021,14.82009983,,1.76378826,,,4825,0.08
Kepler-1847 b,Kepler-1847,1,1,1,Transit,2021,11.12969971,,2.74516914,,,6122,-0.18
Kepler-1848 b,Kepler-1848,1,1,1,Transit,2021,5.604020119,,1.4088539,,,4847,0
Kepler-1849 b,Kepler-1849,1,1,1,Transit,2021,57.29290009,,2.38685349,,,4806,-0.1
Kepler-185 b,Kepler-185,1,1,2,Transit,2014,1.6329,0.026,1.17,,,5208,
Kepler-185 c,Kepler-185,1,1,2,Transit,2014,20.729042,0.139,2.02,,,5208,
Kepler-1850 b,Kepler-1850,1,1,1,Transit,2021,1.385800004,,0.72909663,,,4239,-0.22
Kepler-1851 b,Kepler-1851,1,1,1,Transit,2021,12.02289963,,3.90012032,,,5982,-0.28
Kepler-1852 b,Kepler-1852,1,1,1,Transit,2021,7.970940113,,1.88610592,,,5237,0.24
Kepler-1853 b,Kepler-1853,1,1,1,Transit,2021,48.88819885,,1.51862272,,,4821,0.16
Kepler-1854 b,Kepler-1854,1,1,1,Transit,2021,39.83110046,,2.58746104,,,5026,0
Kepler-1855 b,Kepler-1855,1,1,1,Transit,2021,0.727330983,,1.216205,,,3460,0.07
Kepler-1856 b,Kepler-1856,1,1,1,Transit,2021,1.302000046,,1.73447868,,,4948,0.14
Kepler-1857 b,Kepler-1857,1,1,1,Transit,2021,8.94340992,,1.96065412,,,6074,-0.54
Kepler-1858 b,Kepler-1858,1,1,1,Transit,2021,88.07160187,,2.42168247,,,4939,0.16
Kepler-1859 b,Kepler-1859,1,1,2,Transit,2021,2.729599953,,1.58313575,,,5887,0.16
Kepler-1859 c,Kepler-1859,1,1,2,Transit,2023,3.59645081,0.0473,1.66,,1327,5887,0.16
Kepler-186 b,Kepler-186,1,1,5,Transit,2014,3.8867907,0.0343,1.07,,,3788,-0.28
Kepler-186 c,Kepler-186,1,1,5,Transit,2014,7.267302,0.0451,1.25,,,3788,-0.28
Kepler-186 d,Kepler-186,1,1,5,Transit,2014,13.342996,0.0781,1.4,,,3788,-0.28
Kepler-186 e,Kepler-186,1,1,5,Transit,2014,22.407704,0.11,1.27,,,3788,-0.28
Kepler-186 f,Kepler-186,1,1,5,Transit,2014,129.9441,0.432,1.17,,,3755,-0.26
Kepler-1860 b,Kepler-1860,1,1,1,Transit,2021,12.73719978,,1.13863767,,,5420,0
Kepler-1861 b,Kepler-1861,1,1,1,Transit,2021,40.0306015,,2.20677414,,,5855,0.26
Kepler-1862 b,Kepler-1862,1,1,1,Transit,2021,16.05730057,,2.203,,,5644,-0.24
Kepler-1863 b,Kepler-1863,1,1,1,Transit,2021,44.99760056,,2.26309256,,,5871,0.21
Kepler-1864 b,Kepler-1864,1,1,1,Transit,2021,3.881510019,,0.75408365,,,5854,0.06
Kepler-1865 b,Kepler-1865,1,1,1,Transit,2021,2.524009943,,1.57686072,,,5420,-0.06
Kepler-1866 b,Kepler-1866,1,1,1,Transit,2021,11.66009998,,2.08215108,,,5791,0.16
Kepler-1867 b,Kepler-1867,1,1,1,Transit,2021,9.887359619,,1.15985997,,,5693,-0.24
Kepler-1868 b,Kepler-1868,1,1,1,Transit,2021,211.0339966,,3.14950109,,,4658,0
Kepler-1869 b,Kepler-1869,1,1,2,Transit,2021,8.167360306,,1.11955354,,,5808,-0.06
Kepler-1869 c,Kepler-1869,1,1,2,Transit,2023,1.716828304,0.028,0.74,,1455,5808,-0.06
Kepler-187 b,Kepler-187,1,1,2,Transit,2014,4.938864,0.059,1.41,,,6105,
Kepler-187 c,Kepler-187,1,1,2,Transit,2014,10.640263,0.099,2.67,,,6105,
Kepler-1870 b,Kepler-1870,1,1,1,Transit,2021,3.606940031,,2.10143764,,,5508,0.07
Kepler-1871 b,Kepler-1871,1,1,1,Transit,2021,1.952700019,,2.42172881,,,5741,0.12
Kepler-1872 b,Kepler-1872,1,1,1,Transit,2021,3.825910091,,2.38421141,,,5223,0.32
Kepler-1873 b,Kepler-1873,1,1,1,Transit,2021,0.558842003,,1.62573811,,,5151,0.21
Kepler-1874 b,Kepler-1874,1,1,1,Transit,2021,56.57320023,,2.21110724,,,4701,0.24
Kepler-1875 b,Kepler-1875,1,1,1,Transit,2021,34.45859909,,3.22686692,,,6161,-0.5
Kepler-1876 b,Kepler-1876,1,1,1,Transit,2021,6.99205,0.0758,0.853,2.4,1299,6104,0.01
Kepler-1877 b,Kepler-1877,1,1,1,Transit,2021,2.377569914,,0.624086,,,5615,0.24
Kepler-1878 b,Kepler-1878,1,1,1,Transit,2021,4.445879936,,2.92019781,,,5918,-0.26
Kepler-1879 b,Kepler-1879,1,1,1,Transit,2021,10.61340046,,2.06512018,,,5865,0
Kepler-188 b,Kepler-188,1,1,2,Transit,2014,2.061897,0.032,1.68,,,6021,
Kepler-188 c,Kepler-188,1,1,2,Transit,2014,5.996553,0.066,3.19,,,6021,
Kepler-1880 b,Kepler-1880,1,1,1,Transit,2021,6.309219837,,2.11686218,,,4380,-0.92
Kepler-1881 b,Kepler-1881,1,1,1,Transit,2021,159.3939972,,2.98104391,,,5135,0.12
Kepler-1882 b,Kepler-1882,1,1,1,Transit,2021,13.78730011,,1.48674404,,,5691,0.26
Kepler-1883 b,Kepler-1883,1,1,1,Transit,2021,103.427002,,3.25107395,,,6208,-0.12
Kepler-1884 b,Kepler-1884,1,1,1,Transit,2021,8.988320351,,1.81406781,,,5984,-0.2
Kepler-1885 b,Kepler-1885,1,1,1,Transit,2021,2.522559881,,1.51110555,,,5591,0.07
Kepler-1886 b,Kepler-1886,1,1,1,Transit,2021,24.2758007,,2.58158428,,,5745,-0.2
Kepler-1887 b,Kepler-1887,1,1,1,Transit,2021,19.94750023,,2.92454357,,,5749,-0.1
Kepler-1888 b,Kepler-1888,1,1,1,Transit,2021,11.39169979,,1.32578716,,,5557,0
Kepler-1889 b,Kepler-1889,1,1,1,Transit,2021,37.30369949,,2.94360686,,,5646,-0.28
Kepler-189 b,Kepler-189,1,1,2,Transit,2014,10.399931,0.088,1.21,,,5235,
Kepler-189 c,Kepler-189,1,1,2,Transit,2014,20.134866,0.137,2.38,,,5235,
Kepler-1890 b,Kepler-1890,1,1,1,Transit,2021,4.820590019,,0.86867375,,,6046,-0.16
Kepler-1891 b,Kepler-1891,1,1,1,Transit,2021,4.02229023,,1.52139156,,,5516,-0.14
Kepler-1892 b,Kepler-1892,1,1,1,Transit,2021,6.331230164,,1.83707938,,,5383,-0.22
Kepler-1893 b,Kepler-1893,1,1,1,Transit,2021,4.179369926,,1.70557445,,,5633,0.16
Kepler-1894 b,Kepler-1894,1,1,2,Transit,2021,2.762660027,,1.20117759,,,5772,0
Kepler-1894 c,Kepler-1894,1,1,2,Transit,2023,5.05368985,0.0576,1.21,,1007,5772,0
Kepler-1895 b,Kepler-1895,1,1,1,Transit,2021,6.070290089,,2.11934728,,,5076,0.1
Kepler-1896 b,Kepler-1896,1,1,1,Transit,2021,44.87020111,,3.09935997,,,6122,-0.1
Kepler-1897 b,Kepler-1897,1,1,1,Transit,2021,24.22030067,,2.81407954,,,5165,0.02
Kepler-1898 b,Kepler-1898,1,1,1,Transit,2021,4.765620232,,0.93353523,,,5702,-0.28
Kepler-1899 b,Kepler-1899,1,1,1,Transit,2021,4.095779896,,1.55098292,,,4791,0.07
Kepler-19 b,Kepler-19,1,1,3,Transit,2011,9.28699,0.0846,2.209,6.1,851,5541,-0.13
Kepler-19 c,Kepler-19,1,1,3,Transit Timing Variations,2011,28.731,,,13.1,,5544,-0.08
Kepler-19 d,Kepler-19,1,1,3,Radial Velocity,2017,62.95,,,22.5,,5544,-0.08
Kepler-190 b,Kepler-190,1,1,2,Transit,2014,2.019999,0.03,1.56,,,5106,
Kepler-190 c,Kepler-190,1,1,2,Transit,2014,3.763024,0.045,1.46,,,5106,
Kepler-1900 b,Kepler-1900,1,1,1,Transit,2021,2.986229897,,1.62314676,,,6173,-0.04
Kepler-1901 b,Kepler-1901,1,1,1,Transit,2021,3.484129906,,1.47418907,,,5696,0.14
Kepler-1902 b,Kepler-1902,1,1,1,Transit,2021,3.822220087,,1.17563613,,,3729,0.06
Kepler-1903 b,Kepler-1903,1,1,1,Transit,2021,17.0678997,,2.28642395,,,6347,-0.34
Kepler-1904 b,Kepler-1904,1,1,1,Transit,2021,4.577020168,,1.3904994,,,3805,-0.1
Kepler-1905 b,Kepler-1905,1,1,1,Transit,2021,3.42392993,,1.4460734,,,5788,0.16
Kepler-1906 b,Kepler-1906,1,1,1,Transit,2021,7.362689972,,2.77615754,,,5868,-0.12
Kepler-1907 b,Kepler-1907,1,1,2,Transit,2021,5.652450085,,0.86973029,,,5159,-0.16
Kepler-1907 c,Kepler-1907,1,1,2,Transit,2021,14.86390018,,1.15547044,,,5159,-0.16
Kepler-1909 b,Kepler-1909,1,1,1,Transit,2021,2.391609907,,1.09217411,,,4935,-0.42
Kepler-191 b,Kepler-191,1,1,3,Transit,2014,9.939632,0.087,1.34,,,5282,
Kepler-191 c,Kepler-191,1,1,3,Transit,2014,17.738506,0.128,1.86,,,5282,
Kepler-191 d,Kepler-191,1,1,3,Transit,2016,5.945041017,,2.28,,,5215,-0.05
Kepler-1910 b,Kepler-1910,1,1,1,Transit,2021,5.688769817,,1.184,,,4234,-0.02
Kepler-1911 b,Kepler-1911,1,1,1,Transit,2021,5.990799904,,1.011,,,5721,0
