pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_met
HD 72490 b,HD 72490,1,1,1,Radial Velocity,2018,858,1.88,,561.92344,,4934,
HD 72659 b,HD 72659,1,1,2,Radial Velocity,2002,3549,4.607,,906.1287884,,5929,-0.02
HD 72659 c,HD 72659,1,1,2,Radial Velocity,2022,35500,21.5,,6165.871096,,5929,-0.02
HD 72892 b,HD 72892,1,1,1,Radial Velocity,2016,39.44603,0.228,,1737.885729,,,
HD 73256 c,HD 73256,1,1,1,Radial Velocity,2023,2690,3.8,,5085.254512,,,
HD 73267 b,HD 73267,1,1,2,Radial Velocity,2008,1257.99159,2.229,,1321.530516,,,
HD 73267 c,HD 73267,1,1,2,Radial Velocity,2022,17071.78045,12.688,,1630.777556,,,
HD 73344 b,HD 73344,1,1,3,Transit,2024,15.611,0.131,2.884,10.48,911,6252.6,0.143
HD 73344 c,HD 73344,1,1,3,Radial Velocity,2025,65.94,0.3388,,118.5499958,,6148,0.16
HD 73344 d,HD 73344,1,1,3,Radial Velocity,2025,5823,6.7,,810.4624379,,6148,0.16
HD 73526 b,HD 73526,1,1,2,Radial Velocity,2002,188.3,0.65,,978.9164,,5601,0.22
HD 73526 c,HD 73526,1,1,2,Radial Velocity,2005,379.1,1.03,,715.09,,,
HD 73534 b,HD 73534,1,1,1,Radial Velocity,2008,1750,2.99,,353.42696,,4917,
HD 73583 b,HD 73583,1,1,2,Transit,2022,6.398042,0.0604,2.79,10.2,714,4511,0
HD 73583 c,HD 73583,1,1,2,Transit,2022,18.87974,0.1242,2.39,9.7,498,4511,0
HD 74156 b,HD 74156,1,1,2,Radial Velocity,2003,51.63564,0.28,,532.3625817,,,
HD 74156 c,HD 74156,1,1,2,Radial Velocity,2003,2448.48726,3.678,,2753.983147,,,
HD 7449 b,HD 7449,1,2,1,Radial Velocity,2011,1270.55195,2.438,,2597.929399,,,
HD 74698 b,HD 74698,1,1,2,Radial Velocity,2023,15.017,0.121,,23,,5783,0.07
HD 74698 c,HD 74698,1,1,2,Radial Velocity,2023,3449,4.5,,126,,5783,0.07
HD 75289 b,HD 75289,1,2,1,Radial Velocity,1999,3.50927,0.05,,155.7367,,6117,0.26
HD 75302 b,HD 75302,1,1,1,Radial Velocity,2023,4356,5.3,,1716.273398,,,
HD 75784 b,HD 75784,1,1,2,Radial Velocity,2014,341.2,1.032,,317.83,,4867,
HD 75784 c,HD 75784,1,1,2,Radial Velocity,2018,7900,8.4,,1792.5612,,4867,
HD 75898 b,HD 75898,1,1,2,Radial Velocity,2007,422.82,1.2025,,810.4624379,,6122,0.29
HD 75898 c,HD 75898,1,1,2,Radial Velocity,2024,6717,7.39,,2698.363175,,6122,0.29
HD 76700 b,HD 76700,1,1,1,Radial Velocity,2002,3.97097,0.05,,66.7443,,5644,0.31
HD 76920 b,HD 76920,1,1,1,Radial Velocity,2017,415.891,1.091,,994.8029139,,4664,-0.19
HD 77338 b,HD 77338,1,1,1,Radial Velocity,2012,5.7361,0.06,,19.0698,,5341,0.32
HD 77946 b,HD 77946,1,1,1,Transit,2024,6.527363,0.073,2.89646124,10.9,1128.86,6007,0.215
HD 79181 b,HD 79181,1,1,1,Radial Velocity,2021,273.1,0.9,,203.4101805,,4862,-0.28
HD 7924 b,HD 7924,1,1,3,Radial Velocity,2008,5.39792,0.06,,6.3566,,5131,-0.21
HD 7924 c,HD 7924,1,1,3,Radial Velocity,2015,15.299,0.1134,,7.86,583.6,5075,-0.15
HD 7924 d,HD 7924,1,1,3,Radial Velocity,2015,24.451,0.1551,,6.44,499,5075,-0.15
HD 79498 b,HD 79498,1,2,1,Radial Velocity,2011,1807,2.98,,425.8922,,5748,0.18
HD 80606 b,HD 80606,1,2,1,Radial Velocity,2001,111.436765,0.4603,11.56766808,1323.46927,,5565,0.35
HD 80653 b,HD 80653,1,1,2,Transit,2020,0.719573,0.01661,1.613,5.72,2463,5959,0.255
HD 80869 b,HD 80869,1,1,1,Radial Velocity,2021,1752.92067,2.905,,1609.800881,,,
HD 80883 b,HD 80883,1,1,1,Radial Velocity,2022,6383.78352,6.462,,1748.056239,,,
HD 80913 b,HD 80913,1,1,1,Radial Velocity,2022,10839.83341,9.95,,7505.200003,,,
HD 81040 b,HD 81040,1,1,1,Radial Velocity,2005,1002.7,1.946,,2301.077667,,,-0.04
HD 81688 b,HD 81688,1,1,1,Radial Velocity,2007,183.93,0.648,,525.6881852,,4797,-0.32
HD 81817 b,HD 81817,1,1,2,Radial Velocity,2020,1021.20159,3.233,,7668.563804,,,
HD 81817 c,HD 81817,1,1,2,Radial Velocity,2022,622.97802,2.325,,7185.782454,,,
HD 82886 b,HD 82886,1,1,1,Radial Velocity,2011,705,1.58,,740.5439,,4953,-0.31
HD 82943 b,HD 82943,1,1,2,Radial Velocity,2003,441.47,1.18306,,534.25,,5935,0.26
HD 82943 c,HD 82943,1,1,2,Radial Velocity,2003,220.078,0.74345,,622.603,,5935,0.26
HD 8326 b,HD 8326,1,1,1,Radial Velocity,2019,158.991,0.533,,66.6,,4914,
HD 83443 b,HD 83443,1,1,2,Radial Velocity,2002,2.985628,0.0406,,127.7670196,,5442,0.34
HD 83443 c,HD 83443,1,1,2,Radial Velocity,2022,8241,8,,476.7426105,,5442,0.34
HD 8535 b,HD 8535,1,2,1,Radial Velocity,2010,1313,2.45,,216.1244,,6136,0.06
HD 85390 b,HD 85390,1,1,1,Radial Velocity,2009,799.52,1.373,,31.46517,,5186,
HD 8574 b,HD 8574,1,1,1,Radial Velocity,2002,227,0.76,,645.1949,,6064,0.01
HD 86065 b,HD 86065,1,1,1,Radial Velocity,2022,25775.78859,15.947,,2877.300569,,,
HD 86081 b,HD 86081,1,2,1,Radial Velocity,2006,2.1378431,0.0346,,470.3884,,5939,0.22
HD 86226 b,HD 86226,1,1,2,Radial Velocity,2009,1628,2.73,,143.0235,176,5863,0.018
HD 86226 c,HD 86226,1,1,2,Transit,2020,3.98442,0.049,2.16,7.25,1311,5863,0.018
HD 86264 b,HD 86264,1,1,1,Radial Velocity,2009,1488.79123,2.763,,3117.261016,,,
HD 86728 b,HD 86728,1,1,1,Radial Velocity,2025,31.1515,0.1916,,9.43,,5610,0.2
HD 8673 b,HD 8673,1,2,1,Radial Velocity,2009,1644.69097,2.97,,4210.590736,,,
HD 86950 b,HD 86950,1,1,1,Radial Velocity,2016,1270,2.72,,1144.188,,4805,0.04
HD 87646 b,HD 87646,1,3,1,Radial Velocity,2016,13.481,0.117,,3941.092,,5770,-0.17
HD 87816 b,HD 87816,1,1,2,Radial Velocity,2025,484.17,1.618,,2142.163463,,4989,0.14
HD 87816 c,HD 87816,1,1,2,Radial Velocity,2025,7596,10.14,,3877.506565,,4989,0.14
HD 87883 b,HD 87883,1,1,1,Radial Velocity,2009,3006,3.77,,2005.497248,,,0.11
HD 88072 b,HD 88072,1,1,1,Radial Velocity,2022,18538.79293,13.895,,2511.797901,,,
HD 88133 b,HD 88133,1,1,1,Radial Velocity,2004,3.414884,0.0479,,90.422635,,5392,
HD 88986 b,HD 88986,1,1,1,Radial Velocity,2023,146.05,0.58,2.49,17.2,460,5861,0.06
HD 89307 b,HD 89307,1,1,1,Radial Velocity,2009,2166,3.27,,670.6213,,5955,-0.13
HD 89345 b,HD 89345,1,1,1,Transit,2018,11.8143,0.1066,7.39794,34.9613,1089,5576,0.421
HD 89744 b,HD 89744,1,2,1,Radial Velocity,1999,256.78,0.917,,2653.8805,,6291,
HD 89839 b,HD 89839,1,1,1,Radial Velocity,2023,3441,4.761,,1592.320319,,6314,0.04
HD 90156 b,HD 90156,1,1,1,Radial Velocity,2009,49.77,0.25,,17.98,,5599,-0.24
HD 9174 b,HD 9174,1,1,1,Radial Velocity,2016,1179,2.2,,352.7913,,5577,0.39
HD 92788 b,HD 92788,1,1,2,Radial Velocity,2000,325.803,0.97,,1195.0408,,5744,0.27
HD 92788 c,HD 92788,1,1,2,Radial Velocity,2019,11611.2975,10.5,,1166.4361,,5744,0.27
HD 93083 b,HD 93083,1,1,1,Radial Velocity,2005,143.58,0.477,,117.59,,4995,0.15
HD 93351 b,HD 93351,1,1,2,Radial Velocity,2022,2.45946,0.035,,3.49611248,,,
HD 93351 c,HD 93351,1,1,2,Radial Velocity,2022,14010.2941,11.154,,4154.017279,,,
HD 93385 b,HD 93385,1,1,3,Radial Velocity,2021,7.3426,0.0756,,4.2,,5977,0.02
HD 93385 c,HD 93385,1,1,3,Radial Velocity,2021,13.18,0.112,,7.1,,5977,0.02
HD 93385 d,HD 93385,1,1,3,Radial Velocity,2021,45.85,0.2565,,8.7,,5977,0.02
HD 93963 A b,HD 93963 A,1,2,2,Transit,2022,1.0376109,0.02061,1.46954368,2.8,1842.23,5908,0.11
HD 93963 A c,HD 93963 A,1,2,2,Transit,2022,3.6451389,0.04726,3.11976057,18.4,1212.45,5908,0.11
HD 9446 b,HD 9446,1,1,2,Radial Velocity,2009,30.052,0.189,,222.472,,5793,0.09
HD 9446 c,HD 9446,1,1,2,Radial Velocity,2009,192.9,0.654,,578.426,,5793,0.09
HD 94771 b,HD 94771,1,1,1,Radial Velocity,2023,2164,3.48,,169,,5631,0.22
HD 94834 b,HD 94834,1,1,1,Radial Velocity,2018,1576,2.74,,400.4658,,4798,
HD 94890 b,HD 94890,1,1,2,Radial Velocity,2025,824.61,2.07,,676.9745069,,4867,-0.02
HD 94890 c,HD 94890,1,1,2,Radial Velocity,2025,2492.19,4.33,,2831.851106,,4867,-0.02
HD 95086 b,HD 95086,1,1,1,Imaging,2013,,55.7,,1589,1000,,
HD 95089 b,HD 95089,1,1,2,Radial Velocity,2009,464.4,1.36,,400.4658,,4918,
HD 95089 c,HD 95089,1,1,2,Radial Velocity,2018,1785,3.33,,1096.5135,,4918,
HD 95127 b,HD 95127,1,1,1,Radial Velocity,2015,482,1.28,,3378.5329,,4218,-0.18
HD 95338 b,HD 95338,1,1,1,Radial Velocity,2020,55.082694,,4.27174254,,,5097,0.08
HD 95544 b,HD 95544,1,1,1,Radial Velocity,2021,2041.54152,3.166,,1913.644839,,,
HD 95735 c,GJ 411,1,1,2,Radial Velocity,2021,2946,2.94,,13.6,,3719,-0.3621
HD 95872 b,HD 95872,1,1,1,Radial Velocity,2015,4375,5.15,,1188.6842,,5312,0.41
HD 96063 b,HD 96063,1,1,1,Radial Velocity,2011,362.5,1.11,,403.6441,,5020,
HD 96127 b,HD 96127,1,1,1,Radial Velocity,2011,647.29999,1.42,,6661.7168,,3943,-0.24
HD 96167 b,HD 96167,1,2,1,Radial Velocity,2009,498.04,1.332,,227.88411,,5733,
HD 96700 b,HD 96700,1,1,3,Radial Velocity,2021,8.1245,0.0777,,8.9,,5845,-0.18
HD 96700 c,HD 96700,1,1,3,Radial Velocity,2021,19.88,0.141,,3.5,,5845,-0.18
HD 96700 d,HD 96700,1,1,3,Radial Velocity,2021,103.5,0.424,,12.7,,5845,-0.18
HD 96992 b,HD 96992,1,1,1,Radial Velocity,2021,514,1.24,,362.3262,,4725,-0.45
HD 97037 b,HD 97037,1,1,1,Radial Velocity,2022,6449.08337,6.925,,6707.76853,,,
HD 97048 b,HD 97048,1,1,1,Disk Kinematics,2019,,130,,794.575,,10000,
HD 97658 b,HD 97658,1,1,1,Radial Velocity,2010,9.4897116,,2.12,8.3,751,5212,-0.23
HD 98219 b,HD 98219,1,1,1,Radial Velocity,2011,433.8,1.26,,624.21812,,4925,
HD 98649 b,HD 98649,1,1,1,Radial Velocity,2012,5384,5.97,,3082.935548,,,-0.06
HD 98736 b,HD 98736,1,2,1,Radial Velocity,2018,968.8,1.864,,740.5439,,5271,0.36
HD 99109 b,HD 99109,1,1,1,Radial Velocity,2005,439.29999,1.11,,139.8452,,5282,0.35
HD 99283 b,HD 99283,1,1,1,Radial Velocity,2021,310.4,1.08,,308.2935548,,4886,-0.16
HD 99492 b,HD 99492,1,2,2,Radial Velocity,2004,17.0503,,,25.5,,4929,0.3
HD 99492 c,HD 99492,1,2,2,Radial Velocity,2023,95.233,,,17.9,,4929,0.3
HD 99706 b,HD 99706,1,1,2,Radial Velocity,2011,841,1.98,,390.9309,,4862,
HD 99706 c,HD 99706,1,1,2,Radial Velocity,2018,1278,,,1808.4527,,,
HIP 105854 b,HIP 105854,1,1,1,Radial Velocity,2014,184.2,0.81,,2606.1,,4780,0.31
HIP 107772 b,HIP 107772,1,1,1,Radial Velocity,2020,55.199,0.243,,12.9,,,
HIP 107773 b,HIP 107773,1,1,1,Radial Velocity,2015,144.3,0.72,,629.3034,,4945,0.03
HIP 109384 b,HIP 109384,1,1,1,Radial Velocity,2016,499.48,1.134,,495.8148,,5180,-0.26
HIP 109600 b,HIP 109600,1,2,1,Radial Velocity,2016,232.08,0.706,,851.7844,,5530,-0.12
HIP 111909 b,HIP 111909,1,1,2,Radial Velocity,2025,487.08,1.32,,384.5723725,,4891,-0.01
HIP 111909 c,HIP 111909,1,1,2,Radial Velocity,2025,893.63,1.97,,257.4410097,,4891,-0.01
HIP 113103 b,HIP 113103,1,1,2,Transit,2023,7.610303,0.06899,1.829,,721,4930,-0.1
HIP 113103 c,HIP 113103,1,1,2,Transit,2023,14.245648,0.10479,2.4,,585,4930,-0.1
HIP 114933 b,HIP 114933,1,1,1,Radial Velocity,2021,1481.6,2.84,,616.5871096,,4823,0.06
HIP 116454 b,HIP 116454,1,2,1,Transit,2014,9.1004157,0.0792,2.469,9.7,753.2,5048,0
HIP 12961 b,HIP 12961,1,1,1,Radial Velocity,2010,57.435,0.25,,114.4188,,3901,-0.14
HIP 14810 b,HIP 14810,1,1,3,Radial Velocity,2005,6.673892,0.0696,,1239.537,,5544,0.24
HIP 14810 c,HIP 14810,1,1,3,Radial Velocity,2006,147.747,0.549,,416.3573,,5544,0.24
HIP 14810 d,HIP 14810,1,1,3,Radial Velocity,2009,981.8,1.94,,187.5197,,5544,0.24
HIP 18606 b,HIP 18606,1,1,1,Radial Velocity,2025,674.94,1.61,,244.7278734,,4860,-0.01
HIP 19976 b,HIP 19976,1,2,1,Radial Velocity,2022,50.65905,0.234,,21.61233168,,,
HIP 21152 b,HIP 21152,1,2,1,Imaging,2022,22000,17,,7627.881768,1300,6655,0.13
HIP 29442 c,HD 42813,1,1,3,Radial Velocity,2023,3.5379559,0.04518,1.551,4.5,1123,5289,0.24
HIP 29442 d,HD 42813,1,1,3,Radial Velocity,2023,6.429575,0.0673,1.538,5.14,920,5289,0.24
HIP 34222 b,HIP 34222,1,1,1,Radial Velocity,2021,159.986,0.492,,263.7975778,,,
HIP 35173 b,HIP 35173,1,1,1,Radial Velocity,2019,41.516,0.217,,12.7,,4881,
HIP 35965 b,HIP 35965,1,1,1,Radial Velocity,2022,26125.56497,15.898,,2589.983689,,,
HIP 38594 b,HIP 38594,1,2,2,Radial Velocity,2020,60.722,0.256,,8.1,,,
HIP 38594 c,HIP 38594,1,2,2,Radial Velocity,2020,3477.768,3.805,,48.4,,,
HIP 39017 b,HIP 39017,1,1,1,Imaging,2024,31000,22.1,,7500.750405,,,-0.26
HIP 41378 b,HIP 41378,1,1,6,Transit,2016,15.57208,,2.595,6.89,959,6320,-0.1
HIP 41378 c,HIP 41378,1,1,6,Transit,2016,31.70603,,2.727,4.4,757,6320,-0.1
HIP 41378 d,HIP 41378,1,1,6,Transit,2016,278.3618,,3.54,4.6,367,6320,-0.1
HIP 41378 e,HIP 41378,1,1,6,Transit,2016,369,,4.92,12,335,6320,-0.1
HIP 41378 f,HIP 41378,1,1,6,Transit,2016,542.07975,,9.2,12,294,6320,-0.1
HIP 41378 g,HIP 41378,1,1,6,Radial Velocity,2025,62.06,,,7,605,6320,-0.1
HIP 4845 b,HIP 4845,1,1,1,Radial Velocity,2020,34.15,0.176,,14.4,,,
HIP 48714 b,HIP 48714,1,1,1,Radial Velocity,2020,17.818,0.112,,22.9,,,
HIP 5158 b,HIP 5158,1,1,2,Radial Velocity,2009,345.72,0.89,,451,,4962,0.1
HIP 5158 c,HIP 5158,1,1,2,Radial Velocity,2011,9017.76,7.7,,4780.1632,,4813,0.17
HIP 54373 b,HIP 54373,1,1,2,Radial Velocity,2019,7.76,0.063,,8.62,,4021,
HIP 54373 c,HIP 54373,1,1,2,Radial Velocity,2019,15.144,0.099,,12.44,,4021,
HIP 54515 b,HIP 54515,1,1,1,Imaging,2026,33000,24.8,,5625.562804,,8100,
HIP 54597 b,HIP 54597,1,1,1,Radial Velocity,2023,3274,4,,762.7881768,,,
HIP 55507 b,HIP 55507,1,1,1,Radial Velocity,2022,5138.43727,5.062,,2585.534091,,,
HIP 56640 b,HIP 56640,1,1,1,Radial Velocity,2021,2675.57603,4.55,,2151.698315,,,
HIP 57274 b,HIP 57274,1,1,3,Radial Velocity,2011,8.1352,0.07,,6.3566,,4510,0.01
HIP 57274 c,HIP 57274,1,1,3,Radial Velocity,2011,32.03,0.178,,130,,4640,0.09
HIP 57274 d,HIP 57274,1,1,3,Radial Velocity,2011,431.7,1.01,,167.4,,4640,0.09
HIP 5763 b,HIP 5763,1,1,1,Radial Velocity,2021,30.014,0.17,,162.0924876,,,
HIP 63242 b,HIP 63242,1,1,1,Radial Velocity,2013,124.6,0.565,,2917.56,,4830,-0.31
HIP 65 A b,HIP 65 A,1,2,1,Transit,2020,0.9809734,0.01782,22.75427,1021.18779,1411,4590,0.18
HIP 65407 b,HIP 65407,1,1,2,Radial Velocity,2016,28.125,0.177,,136.03124,,5460,0.25
HIP 65407 c,HIP 65407,1,1,2,Radial Velocity,2016,67.3,0.316,,249.17872,,5460,0.25
HIP 65426 b,HIP 65426,1,1,1,Imaging,2017,,92,16.8135,2860.47,1500,8840,
HIP 65891 b,HIP 65891,1,1,1,Radial Velocity,2015,1079.55726,2.794,,1871.37366,,,
HIP 66074 b,HIP 66074,1,1,1,Astrometry,2023,310.9,0.799,,1589.142035,,4300,0.12
HIP 67522 b,HIP 67522,1,1,2,Transit,2020,6.9594731,0.0748,9.9872018,,1175,5675,
HIP 67522 c,HIP 67522,1,1,2,Transit,2024,14.334892,0.1228,7.93595834,,917,5675,
HIP 67537 b,HIP 67537,1,1,1,Radial Velocity,2017,2523.64713,4.807,,4309.117542,,,
HIP 67851 b,HIP 67851,1,1,2,Radial Velocity,2015,89.23,0.42,,365.5026681,,4840,0.01
HIP 67851 c,HIP 67851,1,1,2,Radial Velocity,2015,3128.41,4.55,,1579.607183,,4840,0.01
HIP 70849 b,HIP 70849,1,2,1,Radial Velocity,2009,3649,3.99,,1430.227832,,,
HIP 71135 b,HIP 71135,1,1,1,Radial Velocity,2019,87.19,0.335,,18.8,,4146,
HIP 74890 b,HIP 74890,1,1,1,Radial Velocity,2016,822.3,2.1,,762.792,,4850,0.2
HIP 75092 b,HIP 75092,1,1,1,Radial Velocity,2021,926.4,2.02,,568.9128485,,4891,-0.01
HIP 77900 b,HIP 77900,1,1,1,Imaging,2024,,3319,,6674.396547,2507,,
HIP 78530 b,HIP 78530,1,1,1,Imaging,2010,,740,,7300,2700,10500,
HIP 79098 AB b,HIP 79098 AB,1,2,1,Imaging,2019,,345,,6515.515,2450,,
HIP 79431 b,HIP 79431,1,1,1,Radial Velocity,2009,111.7,0.36,,667.415,,3191,0.4
HIP 81208 C b,HIP 81208 C,1,3,1,Imaging,2023,104100,23.04,,4703.860424,2050,,
HIP 8152 b,HIP 8152,1,1,2,Transit,2023,10.751014,0.093,2.53625843,8.9,794.96,5618,0.007
HIP 8152 c,HIP 8152,1,1,2,Transit,2023,19.60562,0.139,2.52442508,10.7,650.68,5618,0.007
HIP 8541 b,HIP 8541,1,2,2,Radial Velocity,2016,1852.14387,3.729,,2451.728332,,,
HIP 86221 b,HIP 86221,1,1,1,Radial Velocity,2021,2.224,0.031,,225.658169,,,
HIP 90988 b,HIP 90988,1,1,1,Radial Velocity,2021,455.73816,1.36,,668.0753115,,,
HIP 91258 b,HIP 91258,1,1,1,Radial Velocity,2013,5.0505,0.06,,346.4347,,5519,0.23
HIP 94235 b,HIP 94235,1,2,1,Transit,2022,7.713057,0.0787,3,379,1060,5991,0
HIP 948 b,HIP 948,1,1,1,Radial Velocity,2022,24955.45756,15.037,,6547.265184,,,
HIP 9618 b,HIP 9618,1,1,2,Transit,2023,20.772858,0.145,3.82838127,8.3,640.88,5649,-0.018
HIP 9618 c,HIP 9618,1,1,2,Transit,2023,52.56363,0.269,3.42855926,7,470.31,5649,-0.018
HIP 97166 b,HIP 97166,1,1,2,Transit,2021,10.288914,0.091,2.4801338,19.1,701.66,5216,0.248
HIP 97166 c,HIP 97166,1,1,2,Radial Velocity,2021,16.432,0.124,,8,,5216,0.248
HIP 97233 b,HIP 97233,1,1,1,Radial Velocity,2014,1062.26506,2.491,,6098.173645,,,
HIP 99770 b,HIP 99770,1,1,1,Imaging,2023,18600,16.9,,5117.037353,,8000,
HN Lib b,HN Lib,1,1,1,Radial Velocity,2023,36.116,0.1417,,5.46,234.4,3347,-0.18
HN Peg b,HN Peg,1,1,1,Imaging,2006,,773,11.7768,6991.57,,,
HR 2562 b,HR 2562,1,1,1,Imaging,2016,,27,,4195.334972,1255,6597,0.1
HR 5183 b,HR 5183,1,2,1,Radial Velocity,2019,27000,18,,1026.5909,171,5794,0.1
HR 810 b,HR 810,1,1,1,Radial Velocity,1999,302.79999,0.92,,721.4741,,6167,0.16
HR 858 b,HR 858,1,2,3,Transit,2019,3.585287,0.04888,2.004,3.55,1552,6354,0.025
HR 858 c,HR 858,1,2,3,Transit,2019,5.973865,0.0687,1.979,3.8,1309,6354,0.025
HR 858 d,HR 858,1,2,3,Transit,2019,11.230511,0.1046,2.001,7.1,1061,6354,0.025
HR 8799 b,HR 8799,1,1,4,Imaging,2008,170000,68,13,2000,,,-0.47
HR 8799 c,HR 8799,1,1,4,Imaging,2008,69000,38,13,3000,,,-0.47
HR 8799 d,HR 8799,1,1,4,Imaging,2008,37000,24,13,3000,,,-0.47
HR 8799 e,HR 8799,1,1,4,Imaging,2010,,16.4,13.11453,3178.3,1150,7400,-0.5
HS Psc b,HS Psc,1,1,1,Radial Velocity,2024,3.986,0.0435,,464.0294742,,4203,-0.05
HU Aqr AB b,HU Aqr,1,2,2,Eclipse Timing Variations,2011,2390,3.6,,1875.197,,,
HU Aqr AB c,HU Aqr,1,2,2,Eclipse Timing Variations,2011,4368,5.4,,1430.235,,,
IC 4651 9122 b,IC 4651 9122,1,1,1,Radial Velocity,2018,734,2.038,,2002.329,,,0.12
IRAS 04125+2902 b,IRAS 04125+2902,1,2,1,Transit,2024,8.834978,0.077,10.73820351,,854,4080,
ITG 15 b,ITG 15 A,1,2,1,Imaging,2024,,435,,6674.396547,2601,,
K2-10 b,K2-10,1,1,1,Transit,2015,19.30553,,3.773,25.2,649,5533,-0.07
K2-100 b,K2-100,1,1,1,Transit,2016,1.6739035,0.0301,3.88,21.8,1841,5945,0.22
K2-101 b,K2-101,1,1,1,Transit,2016,14.6762429,0.1124,2,,618,4927,0.07
K2-102 b,K2-102,1,1,1,Transit,2016,9.915615,,1.3,,,4695,0.14
K2-104 b,K2-104,1,1,1,Transit,2016,1.9741954,0.0242,1.79,,798,3712,0.18
K2-105 b,K2-105,1,1,1,Transit,2017,8.26726,,3.4,15.4,805,5373,0.22
K2-107 b,K2-107,1,1,1,Transit,2017,3.313959,0.0475,15.98,,1649,6061,0.14
K2-108 b,K2-108,1,1,1,Transit,2017,4.733999,0.0581,5.33,,1360,5599,0.36
K2-11 b,K2-11,1,1,1,Transit,2015,39.93767,0.2257,7.55,,734,5433,-0.12
K2-110 b,K2-110,1,1,1,Transit,2017,13.86375,0.10207,2.592,15.9,638,5010,-0.34
K2-111 b,K2-111,1,1,2,Transit,2017,5.3518,0.0565,1.82,5.58,1309,5775,-0.46
K2-111 c,K2-111,1,1,2,Radial Velocity,2020,15.6805,0.11569,,11.08,,5775,-0.46
K2-113 b,K2-113,1,1,1,Transit,2017,5.817685,0.0642,12.14,,1098,5660,0.27
K2-114 b,K2-114,1,1,1,Transit,2017,11.390931,0.0944,10.59248676,638.8350981,701.4,4899,0.42
K2-115 b,K2-115,1,1,1,Transit,2017,20.2729914,0.1415,11.80305668,321.0066911,696,5870,-0.198
K2-116 b,K2-116,1,1,1,Transit,2017,4.655411,0.048,0.69,,,4348.35,
K2-117 b,K2-117,1,1,2,Transit,2017,1.2916,0.0189,2.03,,868,3778,-0.05
K2-117 c,K2-117,1,1,2,Transit,2017,5.444017,0.0492,2.06,,537,3778,-0.05
K2-118 b,K2-118,1,1,1,Transit,2017,50.92092,0.245,2.54,,,4726.29,
K2-119 b,K2-119,1,1,1,Transit,2017,7.727283,0.0698,2.53,,666,4740,-0.05
K2-12 b,K2-12,1,1,1,Transit,2015,8.28246,0.0792,2.44,5.2,1026,5672,0
K2-121 b,K2-121,1,1,1,Transit,2017,5.185738,,7.16,51,716,4526,0.04
K2-122 b,K2-122,1,2,1,Transit,2017,2.2193023,0.0373,1.16,,769,4009,0.32
K2-123 b,K2-123,1,1,1,Transit,2017,30.951524,0.1649,2.76,,338,4035,0.03
K2-124 b,K2-124,1,1,1,Transit,2017,6.413651,0.049,2.9,,442,3570,0.023
K2-125 b,K2-125,1,1,1,Transit,2017,21.750264,0.121,2.18,,,3654.47,
K2-126 b,K2-126,1,1,1,Transit,2017,7.385655,0.0656,1.97,,601,4339,0.02
K2-127 b,K2-127,1,1,1,Transit,2017,3.588163,0.0411,8.37,,809,4575,-0.11
K2-128 b,K2-128,1,1,1,Transit,2017,5.675819,0.056,1.42,,,4469.51,
K2-129 b,K2-129,1,1,1,Transit,2017,8.239493,0.057,1.04,,,3459.09,
K2-13 b,K2-13,1,1,1,Transit,2015,39.91488,0.2114,1.89,,511,5698,-0.54
K2-130 b,K2-130,1,1,1,Transit,2017,2.49412,0.032,1.25,,,4356.47,
K2-131 b,K2-131,1,1,1,Transit,2017,0.3693038,0.00936,1.69,7.9,2223,5120,-0.04
K2-132 b,K2-132,1,1,1,Transit,2017,9.1751,,14.5717,155.7367,,4840,-0.01
K2-133 b,K2-133,1,1,4,Transit,2017,3.07133,0.03194,1.34,,,3655,
K2-133 c,K2-133,1,1,4,Transit,2017,4.86784,0.04341,1.603,,,3655,
K2-133 d,K2-133,1,1,4,Transit,2017,11.02454,0.07487,2.003,,,3655,
K2-133 e,K2-133,1,1,4,Transit,2019,26.5841,0.1346,1.73,,296,3655,
K2-136 b,K2-136,1,2,3,Transit,2017,7.9752,0.0707,1.014,4.3,610,4500,-0.02
K2-136 c,K2-136,1,2,3,Transit,2017,17.30713,0.1185,3,18.1,470,4500,-0.02
K2-136 d,K2-136,1,2,3,Transit,2017,25.575,0.1538,1.565,3,420,4500,-0.02
K2-137 b,K2-137,1,1,1,Transit,2017,0.179719,,0.64,,,3697,-0.059
K2-138 b,K2-138,1,1,6,Transit,2017,2.35309,0.03385,1.51,3.1,,5356.3,0.14
K2-138 c,K2-138,1,1,6,Transit,2017,3.56004,0.04461,2.299,6.31,,5356.3,0.14
K2-138 d,K2-138,1,1,6,Transit,2017,5.40479,0.05893,2.39,7.92,,5356.3,0.14
K2-138 e,K2-138,1,1,6,Transit,2017,8.26146,0.0782,3.39,12.97,,5356.3,0.14
K2-138 f,K2-138,1,1,6,Transit,2017,12.75758,0.10447,2.904,1.63,,5356.3,0.14
K2-138 g,K2-138,1,1,6,Transit,2021,41.96797,0.23109,3.013,4.32,,5356.3,0.14
K2-139 b,K2-139,1,1,1,Transit,2017,28.380619,0.1796,9.11,,524,5370,0.24
K2-14 b,K2-14,1,1,1,Transit,2015,8.36802,0.0627,4.81,,488,3789,-0.37
